Comments,SCHOOL NAME,FIELD,Grande Ecole or Ecole Spécialisée,PROGRAM NAME,SPECIALISATION,INTAKE,LEVEL OF ENTRY,CITY,PRICE,LENGHT,LANGUAGE,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Management,,Spring,BAC,Lyon,8450,3,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Finance ,,Fall,BAC,"Lyon, Paris",8450,3,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Finance ,,Spring,BAC,Lyon,8450,3,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Droit,,Fall,BAC,Paris,8450,3,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Expert Financier,Audit & analyse financière/Contrôle de gestion/Fintech & Data Sciences/,Fall,BAC+3,"Lyon, Paris",11025,2,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Expert Financier,Audit & analyse financière/Contrôle de gestion/Fintech & Data Sciences/,Spring,BAC+3,Paris,11025,2,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Expert Financier,Audit & analyse financière/Contrôle de gestion/Fintech & Data Sciences/,Fall,BAC+4,"Lyon, Paris",10500,1,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Management des Organisations,,Fall,BAC+3,"Lyon, Paris",11025,2,french,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Management des Organisations,,Spring,BAC+3,Paris,11025,2,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Management des Organisations,,Fall,BAC+4,"Lyon, Paris",10500,1,french,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Juriste d'Affaires,,Fall,BAC+3,Paris,11025,2,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Juriste d'Affaires,,Fall,BAC+4,Paris,10500,1,French,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Fintech & Digital Sustainability,,Fall,BAC+4,Paris,11025,1.5,English,,,,,,,
,ESAM (IGENSIA Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Strategic Management & Leadership ,,"Fall, Spring",BAC+3,Paris,11025,2,English,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS banque conseiller de clientèle,,Fall,BAC,Bordeaux,5700,2,French,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS MCO Management Commercial Opérationnel,,Fall,BAC,"Bordeaux, Toulouse",5700,2,French,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS Communication,,Fall,BAC,"Aix-en-Provence, Lyon, Nantes, Toulouse",5700,2,French,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS NDRC Négociation et Digitalisation de la Relation Client,,Fall,BAC,Toulouse,5700,2,French,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS PI Professions Immobilières,,Fall,BAC,"Lyon, Toulouse",5700,2,French,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS GPME Gestion de la PME,,Fall,BAC,Toulouse,5700,2,French,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS Tourisme,,Fall,BAC,Toulouse,5700,2,French,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS CG Comptabilité Gestion,,Fall,BAC,Toulouse,5700,2,French,,,,,,,
,ESARC (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS Collaborateur Juriste Notarial,,Fall,BAC,"Lyon, Toulouse",5700,2,French,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,International Bachelor Program,Management des Organisations /International Business/Corporate Finance/,Fall,BAC,Paris,10133,3,Both,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,International Bachelor Progrsm,Management des Organisations /International Business/Corporate Finance/Commerce international & gestion douanière/Développement commercial & Marketing Numérique /,Spring,BAC,Paris,7812,3,French,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,Bachelor Management des organisations,,Fall,BAC,Paris,10133,3,French,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,Bachelor Management des organisations,,Spring,BAC,Paris,7812,3,French,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,Bachelor International Business,,Fall,BAC,Paris,10133,3,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,Bachelor Corporate Finance,,Fall,BAC,Paris,10133,3,French,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,Bachelor Corporate Finance,,Spring,BAC,Paris,7812,3,French,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,Programme Grande École,"Digital & sustainable supply chainn/Entrepreneurship & consulting/International business development/Communication, luxury & prestige marketing/International digital marketing/Ingénierie d’affaires/Corporate finance/Financial markets/",Fall,BAC,"Lyon, Paris",13283,5,French,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,Programme Grande École,"Digital & sustainable supply chainn/Entrepreneurship & consulting/International business development/Communication, luxury & prestige marketing/International digital marketing/Ingénierie d’affaires/Corporate finance/Financial markets/",Fall,BAC,Paris,14585,5,French,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École) ,"Digital & sustainable supply chain/International business development/Communication, luxury & prestige marketing/International digital marketing/Corporate finance/Financial markets/",Fall,BAC+3,"Lyon, Paris",13283,2,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,MSc in Supply Chain Management & Purchasing,,Fall,BAC+3,Paris,10910,2,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,MSc in International Corporate Finance ,,Fall,BAC+3,Paris,10910,2,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,MSc in International Marketing,,Fall,BAC+3,Paris,10910,2,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,MSc in International Business Development,,Fall,BAC+3,Paris,10910,2,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,MSc in Supply Chain Management & Purchasing,,Spring,BAC+3,Paris,10490,2,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,MSc in International Business Development,,Spring,BAC+3,Paris,10490,2,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,MSc in International Corporate Finance ,,Spring,BAC+3,Paris,10490,2,English,,,,,,,
,ESCE International Business School (OMNES Group),Business School  📈,Grande Ecole 👑,MSc in International Marketing,,Spring,BAC+3,Paris,10490,2,English,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Chef de Projet Digital ,Marketing digital/ Création digitale /,"Fall, Spring",BAC,Paris,7950,3,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Chef de Projet Digital ,Marketing digital/ Création digitale /,Fall,BAC,"Bordeaux, Lyon, Nantes, Toulouse",7400,3,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Marketing digital ,,"Fall, Spring",BAC,Paris,7950,3,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Marketing digital ,,Fall,BAC,"Bordeaux, Lyon, Nantes, Toulouse",7400,3,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Création digitale,,"Fall, Spring",BAC,Paris,7950,3,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Création digitale,,Fall,BAC,"Bordeaux, Lyon, Nantes, Toulouse",7400,3,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Développeur Web,,"Fall, Spring",BAC,Paris,7950,3,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Développeur Web,,Fall,BAC,"Bordeaux, Lyon, Nantes, Toulouse",7400,3,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Année passerelle chef de projet digital ,,Fall,BAC+2,"Bordeaux, Lyon, Nantes, Paris, Toulouse",9000,1,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Stratégies e-business,,Fall,BAC+3,"Bordeaux, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère User Experience & Interface ,,Fall,BAC+3,"Bordeaux, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Vidéo & digital contents  ,,Fall,BAC+3,"Bordeaux, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Digital Design & Creative Technologies,,Fall,BAC+3,"Bordeaux, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESD École Supérieure du Digital (Groupe AD Education),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Data marketing  ,,Fall,BAC+3,"Bordeaux, Lyon, Nantes, Paris, Toulouse",10000,2,French,,,,,,,
,ESDES Business School,Business School  📈,Grande Ecole 👑,Bachelor in Business,Management and International Business/ Management et Business International/Marketing and Innovation/Marketing et Innovation/Finance et Gestion/Entrepreneuriat et Développement des Affaires/Gestion immobilière/Management Comptable et Commercial /Marketing du Luxe et Métiers d’Excellence/Marketing et Consommation Durable /DU Outils juridiques du manager (Double diplôme)/,Fall,BAC,"Annecy, Lyon",9000,3,Both,,,,,,,
,ESDES Business School,Business School  📈,Grande Ecole 👑,Bachelor in Business,Management and International Business/ Management et Business International/Marketing and Innovation/Marketing et Innovation/Finance et Gestion/Entrepreneuriat et Développement des Affaires/Gestion immobilière/Management Comptable et Commercial /Marketing du Luxe et Métiers d’Excellence/Marketing et Consommation Durable /DU Outils juridiques du manager (Double diplôme)/,Spring,BAC,"Annecy, Lyon",8811,3,Both,,,,,,,
,ESDES Business School,Business School  📈,Grande Ecole 👑,Programme Grande École,"Strategic Marketing & Innovation/International Business Administration/International Supply Chain and Purchasing/Finance et marchés/Management et Ingénierie Industriels /Management Sciences Humaines et Innovation /Marketing et Digital Business/Management et Stratégie d’Entreprise /Expertise et contrôle/Management Éthique des Innovations Biotechnologiques /RH, Digital et Business Partner/Audit et Finance /Chaîne d'approvisionnement internationale et achats/Entrepreneuriat et Business Development/Management Stratégique de la Transition Environnementale/DU World Foreign Policy (double degree)/DU Environnement & Transitions (double degree)/",Fall,BAC,"Annecy, Lyon",11900,5,Both,,,,,,,
,ESDES Business School,Business School  📈,Grande Ecole 👑,Programme Grande École,"Strategic Marketing & Innovation/International Business Administration/International Supply Chain and Purchasing/Finance et marchés/Management et Ingénierie Industriels /Management Sciences Humaines et Innovation /Marketing et Digital Business/Management et Stratégie d’Entreprise /Expertise et contrôle/Management Éthique des Innovations Biotechnologiques /RH, Digital et Business Partner/Audit et Finance /Chaîne d'approvisionnement internationale et achats/Entrepreneuriat et Business Development/Management Stratégique de la Transition Environnementale/DU World Foreign Policy (double degree)/DU Environnement & Transitions (double degree)/",Spring,BAC,"Annecy, Lyon",8811,5,Both,,,,,,,
,ESDES Business School,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),Strategic Marketing & Innovation/International Business Administration/International Supply Chain and Purchasing/,"Fall, Spring",BAC+3,"Annecy, Lyon",13000,2,English,,,,,,,
,ESDES Business School,Business School  📈,Grande Ecole 👑,MSc Impact Finance & Fintech Management,,Fall,BAC+4,Lyon,13000,1,English,,,,,,,
,ESDES Business School,Business School  📈,Grande Ecole 👑,MSc Circular Economy and Sustainable Innovation,,Fall,BAC+4,Lyon,13000,1,English,,,,,,,
,ESDES Business School,Business School  📈,Grande Ecole 👑,MSc Sustainable Tourism and Event Management,,Fall,BAC+4,Lyon,13900,1,English,,,,,,,
,ÉSEC École de Cinéma & Audiovisuel,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation cinéma et audiovisuel,Réalisation / Métiers de plateau/Post-production/Production et Distribution/Scénario/Réalisation Virtuelle /Documentaire/Réalisation Vidéo/Métiers du direct /Post-production/Production et Distribution/Scénario/Réalisation Virtuelle /,Fall,BAC,"Lyon, Paris",7850,4,French,,,,,,,
,ESG ACT (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Management et Développement Durable,Marketing/Communication/,Fall,BAC,Paris,6800,3,French,,,,,,,
,ESG ACT (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Marketing et Développement Durable,,Fall,BAC+3,Paris,9700,2,French,,,,,,,
,ESG ACT (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Chef de Projet et Développement Durable,,Fall,BAC+3,Paris,9700,2,French,,,,,,,
,ESG ACT (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère Achats et Développement Durable,,Fall,BAC+3,Paris,9700,2,French,,,,,,,
,ESG ACT (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Marketing et Développement Durable,,Fall,BAC,Paris,6800,3,French,,,,,,,
,ESG ACT (GALILEO Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication et Développement Durable,,Fall,BAC,Paris,6800,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Généraliste Augmenté,Commerce et Marketing Digital/International trade/Communication et Digital/Immobilier – Responsable Commercial/Business Development/Commerce Marketing/Communication/Ressources Humaines/Tourisme et hôtellerie/,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Commerce et Marketing Digital,,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor in international trade,,Fall,BAC,Aix-en-Provence,7900,3,English,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication et Digital,,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Immobilier – Responsable Commercial,,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Business Developer ,,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Commerce Marketing ,,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication,,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Responsable Ressources Humaines,,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
,ESG Aix-En-Provence (Galileo Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Tourisme et Hôtellerie - Développement commercial ,,Fall,BAC,Aix-en-Provence,7900,3,French,,,,,,,
